timestamp_ms,z_x,z_y,z_theta
1772064101872,0.00020564377375270095,-0.0029438778142699684,1.5747835568235349
1772064101971,1.3523847325728339e-05,-0.0002023649186632115,1.570805388575989
1772064102072,1.3523847325728339e-05,-0.0002023649186632115,1.570805388575989
1772064102203,1.3523847325728339e-05,-0.0002023649186632115,1.570805388575989
1772064102310,0.0005064644796558687,-0.0024193561779048967,1.5744326238128348
1772064102436,0.00012044765700076898,-0.0021434373032265253,1.574531075223509
1772064102541,-0.0009005226546810151,0.011245808898786458,1.5834214625791572
1772064102633,-0.000751947473871124,0.011354858888248054,1.5785174543705771
1772064102733,-0.001646936092285084,0.029865561693322218,1.5827698889473751
1772064102866,-0.0024056331812547915,0.04704181554726006,1.5906908128266568
1772064102962,-0.003336100645662492,0.06022947568374937,1.5817204541840475
1772064103061,-0.004493749563502425,0.08210643532264483,1.585929505975538
1772064103192,-0.005550852867855274,0.09838932136929612,1.5903198680859247
1772064103325,-0.007570970022459831,0.13215620036326825,1.604246153923546
1772064103425,-0.00969658160971438,0.15347579890345486,1.6142795552618567
1772064103557,-0.010976060767811149,0.1677929126396801,1.6147855708316219
1772064103655,-0.014396094177988558,0.20050888180572335,1.616140477444764
1772064103755,-0.016777329875557044,0.21934411442614787,1.6221986511789492
1772064103888,-0.0191389142139701,0.24820979352794403,1.6388020812200281
1772064103987,-0.022287249483867164,0.2705133650982281,1.6350057296930347
1772064104084,-0.024906146869989723,0.2973375043389047,1.6365733919355496
1772064104217,-0.027587770139428557,0.3186933599724361,1.6431077677829369
1772064104315,-0.030973665939023003,0.3483552155209857,1.6445082119632086
1772064104414,-0.033872316897738286,0.3778221140866067,1.6464322767614388
1772064104545,-0.036666500169918764,0.3943038127195513,1.6475959454656715
1772064104646,-0.04134512350986762,0.43339815087297273,1.6554608223175922
1772064104744,-0.044531856649994005,0.4647753643728869,1.6693490211911566
1772064104877,-0.047051591701071094,0.47691490776540624,1.6639810782081792
1772064105011,-0.05222428018916669,0.5197790841357428,1.6731975681405236
1772064105113,-0.055736902480668,0.5424232775673019,1.662368892261274
1772064105239,-0.058791886932755395,0.5709735092068917,1.6700512454505436
1772064105339,-0.06148984438536526,0.5838358818892615,1.6645054330965663
1772064105436,-0.06568795384406766,0.6135379486704271,1.6731019681916273
1772064105570,-0.06875424408703908,0.6355266877822645,1.6746096562188204
1772064105669,-0.07386919054656592,0.6678916317562453,1.68350126140393
1772064105766,-0.07803607952679041,0.7013110200600925,1.6786422628368953
1772064105897,-0.08161529841606927,0.7165367033777668,1.673151956801233
1772064106000,-0.08161529841606927,0.7165367033777668,1.673151956801233
1772064106097,-0.08161529841606927,0.7165367033777668,1.673151956801233
1772064106231,-0.08161529841606927,0.7165367033777668,1.673151956801233
1772064106329,-0.10065210423052062,0.8431445405956446,1.6803191123376664
1772064106428,-0.10065210423052062,0.8431445405956446,1.6803191123376664
1772064106560,-0.10065210423052062,0.8431445405956446,1.6803191123376664
1772064106658,-0.11440981722294201,0.9148120722236144,1.7087191899913359
1772064106757,-0.11440981722294201,0.9148120722236144,1.7087191899913359
1772064106889,-0.11440981722294201,0.9148120722236144,1.7087191899913359
1772064106989,-0.11440981722294201,0.9148120722236144,1.7087191899913359
1772064107087,-0.11440981722294201,0.9148120722236144,1.7087191899913359
1772064107217,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107318,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107418,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107549,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107649,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107747,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064107879,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064108014,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064108111,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064108243,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064108340,-0.1394377254233028,1.0586855820893748,1.7105495568563793
1772064108441,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064108570,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064108672,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064108773,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064108904,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064109002,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064109133,-0.20543430342537358,1.3938497348586933,1.743018658812215
1772064109266,-0.20543430342537358,1.3938497348586933,1.743018658812215
