timestamp_ms,z_x,z_y,z_theta
1771988489508,0,0,0
1771988489610,0,0,0
1771988489707,0,0,0
1771988489838,0,0,0
1771988489939,0,0,0
1771988490037,0,0,0
1771988490141,0,0,0
1771988490236,0,0,0
1771988490335,0,0,0
1771988490433,0,0,0
1771988490564,0,0,0
1771988490664,0,0,0
1771988490761,0,0,0
1771988490866,0,0,0
1771988490963,0,0,0
1771988491059,0,0,0
1771988491159,0,0,0
1771988491260,0,0,0
1771988491356,0,0,0
1771988491457,0,0,0
1771988491555,0,0,0
1771988491654,0,0,0
1771988491752,0,0,0
1771988491851,0,0,0
1771988491949,0,0,0
1771988492050,0,0,0
1771988492150,0,0,0
1771988492280,0,0,0
1771988492381,0,0,0
1771988492479,0,0,0
1771988492578,0,0,0
1771988492678,0,0,0
1771988492775,0,0,0
1771988492875,0,0,0
1771988492974,0,0,0
1771988493074,0,0,0
1771988493202,0,0,0
1771988493306,0,0,0
1771988493404,0,0,0
1771988493502,0,0,0
1771988493601,0,0,0
1771988493700,0,0,0
1771988493798,0,0,0
1771988493905,0,0,0
1771988493998,0,0,0
1771988494128,0,0,0
1771988494226,0,0,0
1771988494329,0,0,0
1771988494424,0,0,0
1771988494524,0,0,0
1771988494622,0,0,0
1771988494722,0,0,0
1771988494820,0,0,0
1771988494920,0,0,0
1771988495020,0,0,0
1771988495118,0,0,0
1771988495221,0,0,0
1771988495351,0,0,0
1771988495448,0,0,0
1771988495550,0,0,0
1771988495645,0,0,0
1771988495746,0,0,0
1771988495846,0,0,0
1771988495976,0,0,0
1771988496076,0,0,0
1771988496174,0,0,0
1771988496273,0,0,0
1771988496373,0,0,0
1771988496472,0,0,0
1771988496571,0,0,0
1771988496671,0,0,0
1771988496770,0,0,0
1771988496866,0,0,0
1771988496969,0,0,0
1771988497068,0,0,0
1771988497165,0,0,0
1771988497264,0,0,0
1771988497365,0,0,0
1771988497495,0,0,0
1771988497593,0,0,0
1771988497695,0,0,0
1771988497790,0,0,0
1771988497889,0,0,0
1771988497988,0,0,0
1771988498086,0,0,0
1771988498187,0,0,0
1771988498287,0,0,0
1771988498385,0,0,0
1771988498483,0,0,0
1771988498584,0,0,0
1771988498682,0,0,0
1771988498784,0,0,0
1771988498880,0,0,0
1771988498980,0,0,0
1771988499080,0,0,0
1771988499178,0,0,0
1771988499311,0,0,0
1771988499411,0,0,0
1771988499540,0,0,0
1771988499607,0,0,0
1771988499709,0,0,0
1771988499805,0,0,0
1771988499906,0,0,0
1771988500004,0,0,0
1771988500135,0,0,0
1771988500236,0,0,0
1771988500333,0,0,0
1771988500433,0,0,0
1771988500530,0,0,0
1771988500631,0,0,0
1771988500729,0,0,0
1771988500831,0,0,0
1771988500930,0,0,0
1771988501030,0,0,0
1771988501129,0,0,0
1771988501228,0,0,0
1771988501326,0,0,0
1771988501425,0,0,0
