timestamp_ms,z_x,z_y,z_theta
1771988525778,0,0,0
1771988525873,0,0,0
1771988525978,0,0,0
1771988526073,0,0,0
1771988526172,0,0,0
1771988526271,0,0,0
1771988526371,0,0,0
1771988526469,0,0,0
1771988526569,0,0,0
1771988526667,0,0,0
1771988526766,0,0,0
1771988526866,0,0,0
1771988526963,0,0,0
1771988527063,0,0,0
1771988527164,0,0,0
1771988527296,0,0,0
1771988527393,0,0,0
1771988527492,0,0,0
1771988527592,0,0,0
1771988527689,0,0,0
1771988527788,0,0,0
1771988527889,0,0,0
1771988527989,0,0,0
1771988528085,0,0,0
1771988528196,0,0,0
1771988528284,0,0,0
1771988528384,0,0,0
1771988528483,0,0,0
1771988528582,0,0,0
1771988528712,0,0,0
1771988528811,0,0,0
1771988528911,0,0,0
1771988529011,0,0,0
1771988529110,0,0,0
1771988529242,0,0,0
1771988529340,0,0,0
1771988529438,0,0,0
1771988529537,0,0,0
1771988529638,0,0,0
1771988529735,0,0,0
1771988529835,0,0,0
1771988529935,0,0,0
1771988530034,0,0,0
1771988530132,0,0,0
1771988530232,0,0,0
1771988530331,0,0,0
1771988530429,0,0,0
1771988530528,0,0,0
1771988530625,0,0,0
1771988530757,0,0,0
1771988530857,0,0,0
1771988530956,0,0,0
1771988531055,0,0,0
1771988531155,0,0,0
1771988531254,0,0,0
1771988531352,0,0,0
1771988531452,0,0,0
1771988531551,0,0,0
1771988531652,0,0,0
1771988531752,0,0,0
1771988531848,0,0,0
1771988531982,0,0,0
1771988532081,0,0,0
1771988532179,0,0,0
1771988532277,0,0,0
1771988532376,0,0,0
1771988532474,0,0,0
1771988532573,0,0,0
1771988532675,0,0,0
1771988532808,0,0,0
1771988532870,0,0,0
1771988533003,0,0,0
1771988533099,0,0,0
1771988533202,0,0,0
1771988533299,0,0,0
1771988533400,0,0,0
1771988533499,0,0,0
1771988533597,0,0,0
1771988533697,0,0,0
1771988533795,0,0,0
1771988533895,0,0,0
1771988533992,0,0,0
1771988534094,0,0,0
1771988534192,0,0,0
1771988534322,0,0,0
1771988534454,0,0,0
1771988534521,0,0,0
1771988534619,0,0,0
1771988534719,0,0,0
1771988534818,0,0,0
1771988534949,0,0,0
1771988535049,0,0,0
1771988535149,0,0,0
1771988535246,0,0,0
1771988535345,0,0,0
1771988535445,0,0,0
1771988535545,0,0,0
1771988535645,0,0,0
1771988535742,0,0,0
1771988535843,0,0,0
1771988535943,0,0,0
1771988536040,0,0,0
1771988536139,0,0,0
1771988536238,0,0,0
1771988536337,0,0,0
1771988536436,0,0,0
1771988536567,0,0,0
1771988536665,0,0,0
1771988536762,0,0,0
1771988536863,0,0,0
1771988536965,0,0,0
1771988537062,0,0,0
1771988537160,0,0,0
1771988537259,0,0,0
1771988537358,0,0,0
1771988537459,0,0,0
1771988537557,0,0,0
1771988537655,0,0,0
