Ground_Truth_m,Filtered_Measured_Distance_m,Bias_m
0.25,0.2660140617904676,0.016014061790467604
0.5,0.5163234889486006,0.016323488948600584
0.75,0.75044114815158,0.0004411481515800286
1.0,1.0026856979704304,0.0026856979704303896
1.5,1.477407602760893,-0.02259239723910711
2.0,1.9666858981051856,-0.03331410189481443
2.5,2.5072562093351003,0.007256209335100294
