timestamp_ms,z_x,z_y,z_theta
1771988084626,0,0,0
1771988084740,0,0,0
1771988084874,0,0,0
1771988084971,0,0,0
1771988085074,0,0,0
1771988085173,0,0,0
1771988085302,0,0,0
1771988085407,0,0,0
1771988085528,0,0,0
1771988085631,0,0,0
1771988085760,0,0,0
1771988085861,0,0,0
1771988085958,0,0,0
1771988086064,0,0,0
1771988086164,0,0,0
1771988086264,0,0,0
1771988086351,0,0,0
1771988086458,0,0,0
1771988086553,0,0,0
1771988086661,0,0,0
1771988086759,0,0,0
1771988086856,0,0,0
1771988086954,0,0,0
1771988087051,0,0,0
1771988087147,0,0,0
1771988087260,0,0,0
1771988087389,0,0,0
1771988087490,0,0,0
1771988087588,0,0,0
1771988087690,0,0,0
1771988087796,0,0,0
1771988087897,0,0,0
1771988087993,0,0,0
1771988088088,0,0,0
1771988088189,0,0,0
1771988088285,0,0,0
1771988088383,0,0,0
1771988088485,0,0,0
1771988088585,0,0,0
1771988088686,0,0,0
1771988088785,0,0,0
1771988088920,0,0,0
1771988089021,0,0,0
1771988089155,0,0,0
1771988089257,0,0,0
1771988089362,0,0,0
1771988089487,0,0,0
1771988089592,0,0,0
1771988089727,0,0,0
1771988089832,0,0,0
1771988089931,0,0,0
1771988090025,0,0,0
1771988090121,0,0,0
1771988090249,0,0,0
1771988090352,0,0,0
1771988090453,0,0,0
1771988090523,0,0,0
1771988090659,0,0,0
1771988090754,0,0,0
1771988090856,0,0,0
1771988090956,0,0,0
1771988091085,0,0,0
1771988091196,0,0,0
1771988091294,0,0,0
1771988091399,0,0,0
1771988091490,0,0,0
1771988091590,0,0,0
1771988091689,0,0,0
1771988091786,0,0,0
1771988091903,0,0,0
1771988092027,0,0,0
1771988092122,0,0,0
1771988092254,0,0,0
1771988092358,0,0,0
1771988092485,0,0,0
1771988092618,0,0,0
1771988092753,0,0,0
1771988092855,0,0,0
1771988092954,0,0,0
1771988093061,0,0,0
1771988093166,0,0,0
1771988093267,0,0,0
1771988093366,0,0,0
1771988093467,0,0,0
1771988093595,0,0,0
1771988093698,0,0,0
1771988093790,0,0,0
1771988093921,0,0,0
1771988093989,0,0,0
1771988094094,0,0,0
1771988094192,0,0,0
1771988094321,0,0,0
1771988094424,0,0,0
1771988094498,0,0,0
1771988094625,0,0,0
1771988094722,0,0,0
1771988094826,0,0,0
1771988094928,0,0,0
1771988095060,0,0,0
1771988095180,0,0,0
1771988095277,0,0,0
1771988095380,0,0,0
1771988095472,0,0,0
1771988095571,0,0,0
1771988095677,0,0,0
1771988095764,0,0,0
1771988095863,0,0,0
1771988095997,0,0,0
1771988096094,0,0,0
1771988096194,0,0,0
1771988096290,0,0,0
1771988096392,0,0,0
1771988096495,0,0,0
