timestamp_ms,z_x,z_y,z_theta
1771988069745,0,0,0
1771988069901,0,0,0
1771988069998,0,0,0
1771988070101,0,0,0
1771988070232,0,0,0
1771988070327,0,0,0
1771988070460,0,0,0
1771988070555,0,0,0
1771988070650,0,0,0
1771988070746,0,0,0
1771988070847,0,0,0
1771988070944,0,0,0
1771988071039,0,0,0
1771988071150,0,0,0
1771988071248,0,0,0
1771988071344,0,0,0
1771988071444,0,0,0
1771988071542,0,0,0
1771988071675,0,0,0
1771988071795,0,0,0
1771988071892,0,0,0
1771988072025,0,0,0
1771988072121,0,0,0
1771988072218,0,0,0
1771988072352,0,0,0
1771988072445,0,0,0
1771988072549,0,0,0
1771988072642,0,0,0
1771988072740,0,0,0
1771988072841,0,0,0
1771988072975,0,0,0
1771988073048,0,0,0
1771988073178,0,0,0
1771988073279,0,0,0
1771988073378,0,0,0
1771988073478,0,0,0
1771988073577,0,0,0
1771988073684,0,0,0
1771988073785,0,0,0
1771988073882,0,0,0
1771988073979,0,0,0
1771988074084,0,0,0
1771988074177,0,0,0
1771988074278,0,0,0
1771988074384,0,0,0
1771988074482,0,0,0
1771988074582,0,0,0
1771988074685,0,0,0
1771988074776,0,0,0
1771988074916,0,0,0
1771988075013,0,0,0
1771988075114,0,0,0
1771988075216,0,0,0
1771988075318,0,0,0
1771988075422,0,0,0
1771988075521,0,0,0
1771988075621,0,0,0
1771988075718,0,0,0
1771988075848,0,0,0
1771988075950,0,0,0
1771988076076,0,0,0
1771988076178,0,0,0
1771988076278,0,0,0
1771988076379,0,0,0
1771988076483,0,0,0
1771988076583,0,0,0
1771988076687,0,0,0
1771988076779,0,0,0
1771988076879,0,0,0
1771988077014,0,0,0
1771988077114,0,0,0
1771988077217,0,0,0
1771988077313,0,0,0
1771988077417,0,0,0
1771988077523,0,0,0
1771988077620,0,0,0
1771988077723,0,0,0
1771988077816,0,0,0
1771988077920,0,0,0
1771988078010,0,0,0
1771988078111,0,0,0
1771988078218,0,0,0
1771988078348,0,0,0
1771988078449,0,0,0
1771988078548,0,0,0
1771988078647,0,0,0
1771988078753,0,0,0
1771988078853,0,0,0
1771988078949,0,0,0
1771988079051,0,0,0
1771988079150,0,0,0
1771988079257,0,0,0
1771988079358,0,0,0
1771988079451,0,0,0
1771988079559,0,0,0
1771988079660,0,0,0
1771988079754,0,0,0
1771988079855,0,0,0
1771988079952,0,0,0
1771988080055,0,0,0
1771988080152,0,0,0
1771988080282,0,0,0
1771988080386,0,0,0
1771988080485,0,0,0
1771988080627,0,0,0
1771988080723,0,0,0
1771988080824,0,0,0
1771988080928,0,0,0
1771988081021,0,0,0
1771988081121,0,0,0
1771988081221,0,0,0
1771988081317,0,0,0
1771988081424,0,0,0
1771988081523,0,0,0
1771988081616,0,0,0
